,adres,longitude,latitude
55260,"456143, Челябинская область, г. Карабаш, ул. Металлургов 15/1",60.205072,55.496231
55261,"454038, г. Челябинск, шоссе Металлургов, 5-п",61.412264,55.255021
55262,"456216, Челябинская обл., г. Златоуст, ул. им. А.В. Суворова, д. 57 Б",59.694766,55.093777
55263,"456671, Челябинская область, Красноармейский район, 14-км автодороги Челябинск-Новосибирск",1,1
55264,"Челябинская обл., Красноармейский р-н, ОАО СХП ""Петровское"" поле 110, 112, 113 (южная часть)",62.051092,55.443026
55265,"457610, Челябинская область, Кизильский район, с. Кизильское, ул. Пионерская, 78",58.894134,52.715764
55266,"457670, Челябинская область, г. Верхнеуральск, ул. Красноармейская, 45А",59.212524,53.877476
55267,"454000, г. Челябинск, Советский район, пос. Новосинеглазово в 150 метрах на юго-восток от жилого дома ул. Рабочая д. 40.",1,1
55268,"454085, г. Челябинск, ул.Кулибина, д.3",61.478731,55.172835
55269,"456208, Челябинская область, г.Златоуст, ул.Тульская,4",59.720862,55.102297
55270,"Челябинская обл, г. Челябинск, ул. Ярославская, 1/3, 454028, 55,11101, 61,35794",61.347613,55.112654
55271,"Челябинская обл., г. Миасс, ул. Романенко, д. 91",60.112501,55.049024
55272,"456300, Челябинская обл., г. Миасс, пер. Элеваторный, 1г",60.121089,55.030968
55273,"457670, Челябинская область, г. Верхнеуральск, ул. Южная, 19-а",59.207592,53.856132
55274,"457610, Челябинская область, Кизильский район, пос. Кизильский, ул. Пионерская, 78",58.894134,52.715764
55275,"455016, Челябинская область, г. Магнитогорск, Челябинский тракт, 26",59.123384,53.364805
55276,"457100, Челябинская область, г. Троицк, в районе п. Южный у а/дороги Троицк-Золотая Сопка",1,1
55277,"456780, Челябинская область город Озерск улица Еловая 4 корпус 17",60.711345,55.759557
55278,"457220, Челябинская область, Чесменский район, с. Чесма, ул. Западная, 1",60.653242,53.809158
55279,"457100, Челябинская область, г. Троицк, ул. Новая Элеваторная, 14",61.601288,54.106703
55280,"457358, Челябинская область, г. Карталы, ул. Чапаева, 56",60.633407,53.075078
55281,"457350, Челябинская область, г. Карталы, ул. Славы, 33А",60.624181,53.055559
55282,"457359, Челябинская область, г. Карталы, ул. Геологов, д. 1-З",60.666672,53.075002
55283,"457350, Челябинская область,Карталинский район, 125 км автодороги Черноречье-Бреды, 2",60.399288,53.044354
55284,"457200, Челябинская область, Варненский район, с. Варна, ул. Жаркова,. д. 2, 1120 м на север от ориентира",60.952507,53.388038
55285,"457200, Челябинская область, Варненский район, примерно в 790 м по направлению на северо-запад от ориентира Челябинская область, Варненский район, с. Варна, ул. Тополиная, 20",1,1
55286,"457400, Челябинская обл., Агаповский район, с. Агаповка, ул. 60 лет Октября, д. 49",59.137577,53.297441
55287,"457400, Челябинская обл., Агаповский район, с. Агаповка, ул. Степная, д. 24 корп. а",59.139572,53.30215
55288,"455013, Челябинская обл., г. Магнитогорск, ул. Интернациональная, 1-А.",59.082547,53.402621
55289,"Челябинская область, г. Челябинск, пр. Победы, 120",61.432989,55.186556
55290,"Челябинская область, г. Челябинск, Свердловский тракт, 3л",61.380374,55.219555
55291,"456320, Российская Федерация, Челябинская обл., г. Миасс,  пр. Макеева, д. 38",60.162618,55.159892
55292,"456300, Российская Федерация, Челябинская обл., г. Миасс, Тургоякское ш., 4/49",60.130602,55.097131
55293,"457029, Челябинская область, Пластовский район, с. Степное, 131 км а/дороги Магнитогорск-Южноуральск",1,1
55294,"457020, Челябинская область, Пластовский район, г. Пласт, ул. Работницы, д. 30А",60.816421,54.375214
55295,"457020, Челябинская область, Пластовский район, г. Пласт, ул. Ленина, д. 139",60.801572,54.397885
55296,"454081, Челябинская обл., г. Челябинск, ул. Героев Танкограда, 39-П",61.444891,55.217367
55297,"Челябинская область, г. Копейск ул. Кемеровская 20/1",61.645835,55.119806
