,adres,longitude,latitude
54947,"454013 г.Челябинск, пос.Каштак",61.362929,55.303673
54948,"Челябинская область, г. Магнитогорск, ул. Московская, 5",58.996344,53.438248
54949,"Челябинская область, г. Магнитогорск, ул. 9 Мая, 3 (калибровочная площадка)",59.068614,53.449092
54950,"456205  Челябинская область г. Златоуст, ул. Чегрэсовская, 2А",59.741641,55.203128
54951,"454021, Челябинская обл, Челябинск г, Братьев Кашириных ул, 75 д",61.376224,55.175242
54952,"454091, г. Челябинск, ул. Тимирязева, 5.",61.419981,55.158426
54953,"454036, г. Челябинск, ул. Радонежская, 18.",61.347828,55.225291
54954,"456576, село Лебедевка, ул. Мира, 37 а",61.965133,54.714604
54955,"454126, г.Челябинск, ул.Витебская, 4, оф.307",61.371041,55.154774
54956,"457333, Челябинская область, Брединский район, п. Рымникский, ул. Пшеничная, д. 1",60.147293,52.501619
54957,"457333, Челябинская область, Брединский район, п. Рымникский, ул. Боровая, д. 15",60.150293,52.503576
54958,"Челябинская область, г. Верхний Уфалей, пос. Нижний Уфалей, пер. Лесной, 21",59.964504,55.907697
54959,"456550, Челябинская обл., г. Коркино, ул. Труда, д. 6а",61.396391,54.902894
54960,"Челябинская область, с. Еткуль, ул. Кирова, 20",61.58713,54.833008
54961,"Челябинская область, г. Чебаркуль, ул. Мира, 2",60.367326,54.983236
54963,"г. Челябинск, проспект Победы, 307",61.306048,55.186592
54964,"г. Магнитогорск, Челябинская область, ул. Суворова 136",58.97147,53.392216
54965,"г. Магнитогорск, Челябинская область, ул. Советская д.162",58.960367,53.366847
54966,"Челябинская область, г. Челябинск, Ленинский район,  шоссе Копейское",61.490571,55.125844
54967,"г. Челябинск, ул. Героев Танкограда, 22",61.443014,55.218662
54968,"454084, г. Челябинск, ул. 8 марта, д.54",61.397083,55.172059
54969,"455000, Челябинская обл., г. Магнитогорск, ул1-я Северо-Западная, 3",58.936436,53.434793
54970,"Челябинская область, г. Верхний Уфалей, Нязепетровский тракт, 8",60.173092,56.057076
54971,"г.Челябинск, ул. Северный Луч,47",61.416064,55.218954
54972,"455000, Челябинская область, г. Магнитогорск,  ул.Шоссейная, 62",59.087514,53.398498
54973,"455000, Челябинская область, г. Магнитогорск, ул.Вайнера, д.2А",59.082403,53.388634
54974,"Челябинская область, г. Сатка, ул. Калинина, д. 43",58.96705,55.047528
54975,"Челябинская область, Еткульский район, с. Еткуль, ул. Молодежная д. 3 В",61.5798,54.818579
54976,"г.Челябинск, ул. Марченко, д.22",61.459129,55.167046
54977,"456203, Челябинская область, г. Златоуст, ул.им.С.М.Кирова, д.1 ",59.657109,55.171802
54978,"455021, г. Магнитогорск, пр. Ленина, 111",58.991161,53.378956
54979,"г.Челябинск, Уфимский тракт территория до кольца на 4 км",61.326269,55.081694
54980,"457100 Челябинская область, г. Троицк, ул. им. братьев Малышевых, 16",61.563756,54.083201
54981,"456205, Челябинская область, г. Златоуст, ул. Румянцева, 43/1",59.715167,55.200801
54982,"Челябинская область, Сосновский район, 1,5 км. восточнее д. Моховички",61.26583,55.220192
54983,"Челябинская область, Еманжелинский муниципальный район, п. Зауральский, ул. Труда, 1 А",61.231676,54.790521
54984,"г. Челябинск, ул. Хлебозаводская, д. 38/2",61.413576,55.241503
54985,"г. Южноуральск, ул. Заводская, д. 3а",61.274984,54.457155
54986,"г. Магнитогорск, ул. Шоссейная, д. 40",59.086068,53.394702
54987,"г. Златоуст, ул. Бориса Ручьева, д. 2а",59.66611,55.180038
54988,"455044, Челябинская область, г. Магнитогорск, пр. К.Маркса, д. 126, 126/2",58.977336,53.40173
54989,"455017, Челябинская область, г. Магнитогорск, ул. Вокзальная, д.3в",58.947045,53.434724
54990,"Челябинская область, г. Магнитогорск, ул. Вокзальная, д.3е",58.947045,53.434724
54991,"456313, Челябинская обл., г. Миасс, Тургоякское шоссе, 13",60.117828,55.079514
54992,"Челябинская область, г. Челябинск, ул. Промышленная, д. 1",61.435944,55.237967
54993,"456550, Челябинская область, г. Коркино, ул. 30 лет ВЛКСМ, д. 4",61.402706,54.897982
54994,"456318, Челябинская обл., г. Миасс, пр. Октября, 1",60.153518,55.145457
54995,"456318, Челябинская обл., г. Миасс, пр. Октября, 4",60.15103,55.144511
54996,"456300, Челябинская обл., г. Миасс, ул. Гвардейская, 1а.",60.101829,55.057657
54997,"Челябинская обл., г. Троицк, Октябрьский тракт",61.559004,54.082757
54998,"454038, г. Челябинск, ул. Монтажников. д. 9, офис. 2А",61.423502,55.252476
54999,"456612, Челябинская область, г. Копейск, ул. Кемеровская, 1А.",61.651342,55.114034
55000,"455000, Челябинская область, г. Магнитогорск, ул. Электросети, 19",59.062856,53.416228
55001,"456228, Челябинская область, г.Златоуст, ул.Космонавтов,д.3.",59.667592,55.154085
55002,"454091, г. Челябинск, ул. Воровского, д. 6",61.395098,55.157428
55003,"454138, г. Челябинск, Комсомольский пр., 34",61.345097,55.195329
55004,"454007, г. Челябинск, ул. Артиллерийская, д. 136",61.430931,55.163513
55005,"454091, г. Челябинск, ул. Кирова, д. 161б",61.401044,55.164176
55006,"454010, г. Челябинск, Копейское шоссе, д. 64",61.451979,55.145447
55007,"455044, г. Магнитогорск, ул. Гагарина, д.3",58.985933,53.411371
55008,"455038, г. Магнитогорск, пр. Карла Маркса, д. 172/3",58.976177,53.379364
55009,"456610, Челябинская область, г. Копейск, ул. Калинина, 38.",61.59721,55.102946
55010,"455021, Челябинская область, г. Магнитогорск, ул. Калмыкова, 24",59.000476,53.353719
55011,"455000, Челябинская область, г. Магнитогорск, ул.Электросети,  44 ",59.081217,53.433157
55012,"456901 Челябинская область , г.Бакал, ул. Чапаева,43",58.83021,54.951581
55013,"г.Челябинск, Копейское шоссе",61.490571,55.125844
55014,"г.Челябинск,  ул. Механическая 34 а",61.424535,55.192867
55015,"455017, Челябинская область, г. Магнитогорск, ул. Бестужева, 58, стр.1",58.945392,53.425056
55016,"455037, Челябинская область, г. Магнитогорск, пр.  Ленина, д.89",58.986373,53.395561
55019,"454038, г. Челябинск, ул. Хлебозаводская, д. 5",61.412938,55.246395
55020,"Челябинская обл., Чесменский р-он, с. Чесма, ул. Ленина, 78",60.652119,53.813735
55021,"454047, Челябинская область, г. Челябинск, ул. 2-я Павелецкая, 14",61.413118,55.263845
55022,"г. Магнитогорск, ул. Проселочная, д. 30",59.086715,53.476358
55023,"Челябинская обл., Каслинский р-н, с. Тюбук, ул. Революционная, 5",60.931962,56.060253
55024,"Брединское сельское поселение, ул. Спартака, 4б",28.779381,46.944342
55025,"г. Челябинск, переулок Бугурусланский, д.1",61.488648,55.108869
55026,"454053, г. Челябинск, ул. 1-ая Потребительская, 6",61.383087,55.105346
55027,"456080, Челябинская обл.. г. Трехгорный, шоссе Восточное, 2А",58.461766,54.817998
55028,"456080, Челябинская обл., г. Трехгорный, ул. Заречная, 1/11",58.474441,54.786135
55029,"Челябинская обл, г Магнитогорск, ул Вокзальная,  23",58.963044,53.436327
55030,"456040, Челябинская область, г. Усть- Катав, ул. Парижской Коммуны, 112-А",58.145837,54.931014
55031,"Челябинская обл, Еманжелинский р-н, рп Зауральский, ул Горького, д 2",61.239393,54.795738
55032,"456110, Россия, челябинская область, г.Катав-Ивановск, ул.Карла Маркса, д.14",58.206698,54.757301
55033,"Челябинская область, Брединский район, пос.Павловский, ул.Молодежная, д.3",60.023505,52.087246
55034,"456110, Россия, Челябинская область, город Катав-Ивановск, ул. Труда д.1",58.207821,54.75807
55035,"456044, Челябинская область, г. Усть- Катав, п. Малый Бердяш",58.099475,54.919476
55036,"456910, Челябинская область, г. Сатка, ул. 50 лет ВЛКСМ,  5, а",58.98295,55.043283
55037,"454004, Челябинская обл, Челябинск г, Академика Сахарова ул, 15 д",61.293435,55.159234
55038,"456910, Челябинская область, г.Сатка, ул. 50 лет ВЛКСМ, 37",58.98331,55.034456
55039,"456040, Челябинская область, г. Усть- Катав, ул. Строителей, 17",58.129488,54.917003
55040,"Челябинская область, г. Челябинск, ул. Братев Кашириных, 75, кор 1",61.374769,55.176866
55041,"456780, г. Озерск, Челябинская обл., ул. Разъездная, 24",60.703916,55.721407
55042,"г. Троицк, ул Ленина, д.55",61.554558,54.081928
55043,"454038, г. Челябинск, ул. Строительная, 25/3. ",61.419801,55.249202
55044,"455013, Челябинская обл., г. Магнитогорск, ул. Интернациональная, 1в",59.082079,53.401671
55045,"456414, Челябинская область, Чебаркульский район, п. Мирный",60.910672,55.010194
55046,"456720, Челябинская область Кунашакский район, п. Муслюмово, ж\д  ст., ул. 101 км, дом 4",1,1
55047,"454003, г.Челябинск, ул. Татищева В.Н. д.249 строение 1",61.413809,55.184212
55048,"Челябинская область, г. Златоуст, ул. Панфилова, 16",59.702725,55.09203
55049,"Челябинская область, г. Златоуст, ул. Садовая, 15",59.736484,55.094931
55050,"Челябинская область, г. Златоуст, пос. Красная Горка, 16",59.671123,55.133318
55052,"Челябинская область, г. Сатка, территория Нового завода ПАО ""Комбинат ""Магнезит""",58.978845,55.052299
55053,"456530, Челябинская область, Сосновский район, п. Есаульский, ул. Юбилейная, 21",61.198789,55.305697
55054,"Челябинская обл., Красноармейский р-н, с. Алабуга, ул. Комсомольская -1",62.337008,55.535193
55055,"Челябинская обл., Красноармейский р-н, с. Алабуга, ул. Комсомольская -2",62.337008,55.535193
55056,"Челябинская обл., Красноармейский р-н, д. Теренкуль, ул. Мира, 25",62.310247,55.633805
55057,"Челябинская область, г. Озерск, ул. Монтажников, д. 25",60.697924,55.750535
55058,г.Сим ул.Кирова 12 Челябинская область,57.687822,54.985478
55059,г. Аша ул. Мира 5б Челябинская область,57.27802,54.992255
55060,"454087, г. Челябинск, ул. Дарвина, 14",61.371723,55.12516
55061,"Челябинская область, г. Челябинск, Курчатовский район, п. Шагол, ул. Ямальская, 1-б",61.31866,55.241437
55062,"Челябинская область, г. Челябинск, ул. Косарева, д. 2 к.7",61.369612,55.196896
55063,"Челябинская область, г. Челябинск, ул. Братьев Кашириных д. 129 в/1",61.318768,55.176501
55064,"Челябинская область, г. Челябинск, Краснопольский проспект",61.297648,55.209154
55065,"Челябинская область, г. Магнитогорск, проспект Карла Маркса, д. 172",58.976384,53.37844
55066,"Челябинская область,10 км автодороги «Долгодеревенское-Аргаяш-Кузнецкое-Кыштым» в р-н дер. Касарги",1,1
55067,"Челябинская обл., Нязепетровский р-он, с. Ункурда, ул. Береговая, 9",59.412022,55.806929
55068,"456835, Челябинская область, г. Касли, ул. Технологическя, 1",60.743657,55.89714
55069,"456660, Челябинская область, Красноармейский район, с. Миасское, ул. Урожайная, 7",61.87964,55.285804
55070,"456658, Челябинская область, г. Копейск, пос. Октябрьский, ул. Гагарина, 7а/1",61.485459,54.992482
55071,"Челябинская область, г. Златоуст,  пр. Гагарина 3 мкр.",59.672246,55.151919
55072,"456970, Челябинская область, г.Нязепетровск, ул.Карла Маркса, д.14",59.593913,56.052567
55073,"455000, Челябинская область, г.Магнитогорск, Западное шоссе, 444",58.936094,53.356664
55074,"455006, Челябинская область, г. Магнитогорск, ул. Калмыкова, 70/2",58.99603,53.342135
55075,"455021, Челябинская область, г. Магнитогорск, ул. Калмыкова, 70/2",58.99603,53.342135
55076,"457419, Челябинская область, Агаповский район, в 0,5 км на Юг от п. Наровчатка",1,1
55077,"457320, Челябинская область, Брединский район, п. Гогино, ул. Элеваторная, 1а",60.497456,52.706489
55078,город Озерск Челябинской области Озерское шоссе 17б ,60.740792,55.750069
55079,"Челябинская область, г. Южноуральск, ул. Заводская, 1 Б",61.277409,54.458683
55080,"Челябинская обл., 121ый км а/д Челябинск-Троицк, справа",1,1
55081,"454074, 74, Челябинск г , Валдайская ул , 8П",61.449194,55.203406
55082,"Челябинск, Елькина,18",61.397667,55.166536
55083,"г.Челябинск, Курчатовский район, проспект Победы ",61.375227,55.183842
55084,"г. Челябинск, пр. Победы, дом 287",61.339887,55.187815
55085,"455000, Челябинская обл., г. Магнитогорск, ул. Суворова, 84",58.971281,53.414543
55086,"г. Челябинск, ул.Тухачевского, дом 23",61.425056,55.146713
55087,"454010, Челябинская область, г. Челябинск, ул. Енисейская, 8",61.458887,55.146708
55088,"456020, Челябинская область, Ашинский район, г. Сим, ул. Пушкина, д. 1",57.684678,54.982962
55089,"Челябинская область, г. Усть-Катав, ул. Заводская, 1",58.161585,54.935209
55090,"Челябинская область, г. Коркино, ул. Троицкая, 1а",61.336842,54.909313
55091,"Челябинская область, г. Златоуст, ул. Короленко, 1а",59.707028,55.172527
55092,"Челябинская область, г. Златоуст, ул. Гагарина 3 микрорайон, восточнее ЗМЭС",1,1
55093,"456120, Челябинская обл., Катав-Ивановский р-н, г. Юрюзань, ул. 3 Интернационала, 55",58.424396,54.867487
55094,456780 город Озерск Челябинской области ул. Октябрьская 37,60.707168,55.752247
55095,"г. Бакал, Саткинский район, Челябинская область, ул.Чапаева 45",58.834405,54.952723
55096," г. Бакал, Саткинский район, Челянинская область, ул. Чапаева 8",58.817454,54.947393
55097,"г. Бакал, Саткинский район, Челябинская область, территория старой котельной Центрального района",58.80918,54.938064
55098,"г. Бакал, Саткинский район, Челябинская область, ул. Бажова 1а",58.803377,54.941167
55099,"Челябинская область, г. Златоуст, проспект Мира, кладбище ""Орловское""",59.697264,55.12133
55100,"456200, Челябинская область, г. Златоуст, ул. Спортивная, кладбище ""Сорочья гора""",59.715616,55.17957
55101,"456200, Челябинская область, г. Златоуст, гора Уреньга, кладбище ""Уреньгинское""",59.624437,55.156965
55102,"Челябинская обл., г. Магнитогорск, ул. Советской армии, 2/1",58.965999,53.387023
55103,"Челябинская область, Увельский район, п. Увельский",61.360701,54.44245
55104,"г.Миньяр,ул Советская,во дворе дом №56  Челябинская область",57.554494,55.072561
55105,"456300, Челябинская оьл., г.Миасс, пр.Автозаводцев, 34",60.107228,55.054604
55106,"456656, Челябинская обл., г. Копейск, ул. Космонавтов, дом 26 ",61.523593,55.108498
55107,"455019, Челябинская область, г. Магнитогорск, ул. Кирова, дом 124",59.083759,53.435399
55108,"454003, Челябинск, Новоградский проспект, 15",61.267106,55.175252
55109,"457170, Челябинская область, Октябрьский район, с.Октябрьское, ул.Восточная,81",62.731854,54.41621
55110,"457034, Челябинская область, Пластовский район, с. Борисовка, 51-й км автодороги Южноуральск-Магнитогорск",60.67667,54.374753
55111,"457000, Челябинская область, п. Увельский, ул. 30 лет ВЛКСМ, д. 88",61.346247,54.452229
55112,"454045, г. Челябинск, ул. Потребительская 1-я, д. 11",61.375604,55.102421
55113,"454053, область Челябинская, г. Челябинск, Троицкий тракт, 74, помещение 2",61.392097,55.070602
55114,"456660, Челябинская область, Красноармейский район, с. Миасское, ул. Урожайная 3",61.876954,55.286368
55115,"Челябинская обл., Каслинский район, с. Тюбук, ул. Ленина д. 4",60.938134,56.05218
55116,"Челябинская область, г.Нязепетровск, ул. Ленина №2",59.591451,56.052079
55117,"Челябинская область, г.Нязепетровск ул.Пушкина № 2",59.590724,56.052778
55118,"Челябинская область, г.Нязепетровск, ул.Пушкина №1",59.590966,56.052446
55119,"457040,Челябинская область,г.Южноуральск,ул.Спортивная,11",61.261859,54.449408
55120,"Челябинская обл., Карталинский р-он, с. Еленинка, ул. Будаковой, 26",59.875507,53.117454
55121,"Челябинская обл., Карталинский р-он, п. Джабык",59.965528,53.162607
55122,"Челябинская область, г. Верхний Уфалей, ул. Чкалова, д. 22А",60.235507,56.056408
55123,"456901 Челябинская область, Саткинский район,г.  Бакал, ул. Титова, 19, ОФС (отстойно-фильтровальная станция)",58.802614,54.943975
55124,"456081, Челябинская область, г.Трёхгорный-1 ",58.634952,54.789213
55125,"456081, Челябинская область, г.Трёхгорный-1",58.634952,54.789213
55127,"454038, Челябинская обл., г. Челябинск, шоссе Металлургов, 21-П",61.409938,55.252301
55128,"456200, Челябинская область, г. Златоуст, ул. 1-я Нижнезаводская, 81",59.649554,55.179123
55129,"456200, Челябинская область, г, Златоуст, ул. Плеханова, 2",59.666281,55.176208
55130,"456200, Челябинская область, г. Златоуст, ул. Космонавтов, д. 1",59.667655,55.153642
55131,"454010, г. Челябинск, Копейское шоссе, д. 50, неж. здан. арматурный цех",61.46487,55.135963
55132,"с.Миасское Красноармейский р-н Челябинская обл, ул.Советская, д. 11",61.892881,55.278734
55133,"454091, г.Челябинск, пр.Ленина, 42-А",61.413262,55.161152
55134,"455000, Россия, Челябинская обл.,  г. Магнитогорск, ул. Завенягина, 14/1.",58.974174,53.38133
55135,"г. Челябинск, ул. Бугурусланская, д. 54 ",61.493652,55.105954
55136,"Челябинская область, г. Кыштым, ул. Коноплянка, 2 А",60.572501,55.720291
55137,"Челябинская область, г. Миасс, ул. Калинина, д.32",60.105683,55.054511
55138,"Челябинская область, г. Миасс, ул. 8 Июля, д.23а",60.105117,55.055537
55139,"Челябинская область, г. Миасс, пер. Широкий, д.4",60.102206,54.980808
55140,"456604, Челябинская область, г. Копейск, Победы проспект, 68а корпус А",61.561654,55.120403
55141,"Челябинская область, г. Миасс, пр. Макеева, д.7б",60.148362,55.148323
55142,"Челябинская область, г. Миасс, Динамовское шоссе, д.7а",60.098379,55.068716
55143,"Челябинская область, г. Челябинск, Свердловский проспект, д.32, корпус 2",61.384515,55.175565
55144,"Челябинская область, г. Златоуст, ул. Шоссейная, №9",59.697767,55.114894
55145,"Челябинская обл, г.Троицк, комплекс водозаборных сооружений",61.559004,54.082757
55146,"Челябинская область, г. Пласт, ул. Октябрьская, 58а ",60.808875,54.357673
55147,"454038, г. Челябинск. ул. Талалихина, 17",61.41124,55.240051
55148,"456323, Челябинская обл., г. Миасс, пер. Базарный, 47 А",60.094121,54.9976
55149,"Челябинская обл., г. Магнитогорск, ул. Электросети, стр.10",59.061463,53.41384
55150,"455000, Челябинская обл., г. Магнитогорск, ул. Электросети, стр. 13",59.061023,53.414269
55151,"Челябинская обл., г. Магнитогорск, ул. Матросова, стр.1 к.1",59.066179,53.400603
55152,"455007, Челябинская область, г. Магнитогорск, ул. Кирова, д.93 (в районе проходной №6)",59.053675,53.415627
55153,"456121, Челябинская область, г. Юрюзань, ул. Сахарова, 28",58.426723,54.878557
55154,"4561021, Челябинская область, г. Юрюзань, северо- восточная часть города, 150 м от автодороги на пос. Василовка",1,1
55155,"Челябинская область, Ашинский район, г. Сим, ул. 40 лет Октября, 32",57.706283,55.012481
55156,"457020, Россия, Челябинская область, г. Пласт, ул. Октябрьская, 58, 58а",60.808875,54.357673
55157,"456110, Челябинская область, г. Катав- Ивановск, ул. Октябрьская, д.16",58.196359,54.755394
55158,"Челябинская область, Сосновский район, п. Полетаево, ул. Пионерская 7 ""А""",61.115829,55.038129
55159,"Челябинская область, Сосновский район, п. Полетаево, ул. Полетаевская 61 ""В""",61.11909,55.040043
55160,"Челябинская область, Сосновский район, п. Саргазы. ул. Сиреневая 1""А""",61.253092,55.023454
55161,"Челябинская область, Сосновский район, п. Полевой",61.374203,55.005299
55162,"г.Южноуральск, ул. Заводская 1""B""/1",61.270807,54.457123
55163,"456219, Челябинская область, г. Златоуст, проспект 30- летия Победы, д.15 ",59.674779,55.139854
55164,"г. Челябинск, 454901, Уфимский тракт, территория до кольца на 4 км.",61.317986,55.077241
55165,"г.Челябинск, ул.Шуменская,43",61.461699,55.173581
55166,"г.Челябинск, ул.Чайковского 5-А",61.364339,55.194383
55167,"г.Челябинск, пр.Победы,123",61.427949,55.184942
55168,"г.Челябинск, ул.Кронштадская,10а",61.471661,55.128114
55169,"Челябинская область, г.Кыштым, ул. Ленина, 56",60.57136,55.714485
55170,"Челябинская область, г.Златоуст, ул. им.А.В.Суворова, д.57",59.694416,55.094735
55171,"Челябинская область, г.Златоуст, ул.им.А.В.Суворова, д.57",59.694416,55.094735
55172,"Челябинская область, г.Златоуст, ул. им.А.В.Суворова.д.57",59.694416,55.094735
55173,"454008, г. Челябинск, ул. Автодорожная, д. 15 Б",61.349427,55.207793
55174,"Челябинская обл., г. Миасс, ул. Ильменская, д. 81",60.115663,55.048694
55175,"Челябинская обл., г. Миасс, с. Сыростан, ул. Ленина, 7",59.905547,55.064978
55176,"г. Челябинск, ул.Енисейская, д. 8",61.458887,55.146708
55177,"Челябинская обл., г. Миасс, пос. Верхний Атлян, ул. Центральная, д. 40",59.895711,55.007638
55178,"457100, Челябинская область, г. Троицк, Южный промышленный узел, Северо-восточнее автодороги Троицк-Золотая сопка, в 180 метрах юго-восточнее подстанции Районная",1,1
55179,"457358, Челябинская область, г. Карталы, ул. Чапаева, 54.",60.636174,53.071372
55180,"454081, г. Челябинск, ул. Героев Танкограда, 52П",61.439986,55.212637
55181,"456440, Россия, Челябинская обл., г. Чебаркуль, ул. Дзержинского 7",60.378941,54.979619
55182,"454005, г. Челябинск, ул. Степана Разина, 1",61.407225,55.136859
55183,"454077, г. Челябинск, ул. Загорская, 53а",61.473547,55.193175
55184,"456913, Челябинская область, г. Сатка, площадка новых цехов ОАО ""Комбинат ""Магнезит""",1,1
55185,"Челябинская область, Еманжелинский район, п. Зауральский, ул. Труда 1А",61.231676,54.790521
55186,"454036, г. Челябинк, ул. Радонежская, 28",61.317277,55.231709
55187,"Челябинская область, г. Магнитогорск, ул. Белорецкое шоссе, 7",58.989221,53.462395
55188,"Челябинская область, Каслинский район, в 1,5 км от п. Вишневогорск (промзона) справа по дороге на п. Аракуль",1,1
55189,"455007, Челябинская область,  г. Магнитогорск, ул.Менжинского 10/1",59.064401,53.446561
55190,"Россия, Челябинска обл., г. Челябинск, ул. Воровского, дом № 64",61.37361,55.140065
55191,"456395, Челябинская область, г.Миасс, п.Селянкино, ул.Ильменская, д.1/А, корпус 1",60.190142,55.219334
55192,"455049, Челябинская область, г. Магнитогорск, ул. Советская, д. 160-Б",58.960555,53.368797
55193,"455000, Челябинская область, г. Магнитогорск, ул. Сталеваров, д. 26/5",58.985843,53.385326
55194,"Челябинская обл., Троицкий район, с. Бобровка, ул. Шоссейная, 13",61.746878,54.043288
55195,"Челябинская обл., Троицкий район, с. Песчаное, ул. Советская, 2",62.098047,54.219253
55196,"Челябинская обл., Троицкий район, с. Карсы, ул. Восточная, 81",61.420655,54.248307
55197,"Челябинская обл., Троицкий район, с. Карсы, ул. Кооперативный пер., 9а",61.415534,54.251
55198,"Челябинская обл., Троицкий район, с. Карсы, ул. Октябрьская, 42",61.4207,54.249838
55199,"Челябинская обл., Троицкий район, с. Нижняя Санарка, ул. Советская, 17",61.209676,54.126653
55200,"Челябинская обл., Троицкий район, п. Берлин, ул. Школьная, 27",61.19524,54.007591
55201,"455005, Челябинская область, г. Магнитогорск, ул. Моховая, 16а",59.050216,53.472081
55202,"456209, Челябинская область, г. Златоуст, ул. Дворцовая, д. 4А",59.717063,55.107566
55203,"456209, Челябинская область, г. Златоуст ул. им. И.С. Тургенева, д. 5А",59.7147,55.109636
55204,"456234, Челябинская область, г. Златоуст, ул. им.  И.М. Мельнова, 8В",59.643787,55.184361
55205,"456200, Челябинская область, г. Златоуст, ул. им. В.И. Ленина, д. 19",59.663954,55.17173
55207,"456200, Челябинская область, г. Златоуст, ул. им. В.И. Ленина, д. 21",59.663352,55.171391
55208,"Челябинская обл., г. Коркино, ул. 30 лет ВЛКСМ, д. 126а, корп.10",61.36566,54.904458
55209," Челябинская область, г. Карталы, ул. Пушкина, 33",60.641528,53.047018
55210,"Челябинская область, Сосновский район, пос. Северный, ул. Гагарина, д. 1А",61.210296,55.12936
55211,"Челябинская обл. Сосновский р-н  ориентир южная окраина п.Трубный, примерно в 6170м от ориентира по направлению на юго-восток",1,1
55212,": 454007, г. Челябинск, пр. Ленина, 2г ",61.473619,55.161476
55213,"454038, г. Челябинск, ул. Промышленная, д. 6",61.437426,55.234764
55214,"Челябинская обл, г Сатка, район Нижней проходной ОАО ""Комбинат ""Магнезит""",58.978845,55.052299
55215,"456918, Челябинская область, Саткинский район, п. Березовый мост, 1705 км автодороги ""М5-Урал""",1,1
55216,"456918, Челябинская область, Саткинский район, г. Сатка, ул. Железнодорожная, 26в",58.960798,55.035653
55217,"454008, г. Челябинск, ул. Автодорожная, 6",61.367474,55.208178
55218,"Челябинская область, г. Карталы, ул. Станционная, д. 2",60.6825,53.032204
55219,"г.Челябинск, ул.Энтузиастов, 30а",61.375353,55.149491
55220,"456110, Челябинская обл., Катав-Ивановский р-н, г. Катав-Ивановск, ул. Гагарина, 8",58.191274,54.742678
55221,"г. Челябинск, ул. Енисейская, 48-б, корп. 2",61.487265,55.141428
55222,"Челябинская область, г. Кыштым, ул. К. Либкнехта, 166а",60.555218,55.703875
55223,"Челябинская область  Брединский район, п.Бреды ул.Аэродромная 3",60.356977,52.425176
55224,"454081  г. Челябинск, ул. Артиллерийская,д.102",61.427724,55.1772
55225,"456228, Челябинская обл., г. Златоуст, пр. Гагарина, 3 м/р, д. 5б",59.668634,55.144768
55226,"456219, Челябинская обл, г. Златоуст, пр. Гагарина, 5 линия, д. 12а",59.671805,55.141382
55227,"456228, Челябинская обл., г. Златоуст, ул. 4-я Демидовская, д. 29а",59.67283,55.161445
55228,"456200, Челябинская обл., г. Златоуст, пл. III Интернационала, котельная",59.672452,55.17264
55229,"456205, Челябинская обл., г. Златоуст, ул. Аносова, д. 198а",59.727276,55.201823
55230,"456234, Челябинская обл., г. Златоуст, ул. Советская, д. 9а",59.642044,55.182248
55231,"456206, Челябинская обл., г. Златоуст, ул. Лесная, д. 2",59.714404,55.181858
55232,"Челябинская обл., г. Златоуст, ул. Береговая Уржумка",59.747498,55.107375
55233,"456292, Челябинская обл., г. Златоуст, поселок Центральный, котельная",59.672425,55.173113
55234,"456291, Челябинская обл, г. Златоуст, с. Веселовка, ул. Пугачева, д. 111",59.729334,55.20919
55235,"457388, Челябинская область , Карталинский район, в 4-х км юго-западнее с. Еленинка",59.87398,53.116152
55236,"РФ, Челябинская обл., г. Златоуст, поселок 6 жилой участок, кадастровый номер 74:25:0302902:63. ",59.672425,55.173113
55237,456783 Челябинская область г. Озерск Озерское шоссе 48,60.751203,55.709054
55238,"Челябинская обл., Сосновский район. 350 метров на юго-запад от д. Казанцево",61.351466,55.272226
55239,"456770, Челябинская область, г. Снежинск, ул. Транспортная, 13",60.739112,56.080688
55240,"456958, Челябинская область, Кусинский район, с.Медведевка, ул.Братьев Пономаренко, д.1",59.495197,55.225758
55241,"456576, Челябинская область, Еткульский район, с. Коелга",60.902947,54.648766
55243,"456601, Челябинская область, г. Копейск, ул. Сутягина, 37",61.620889,55.126055
55244,"г.Челябинск, ул.Хлебозаводская, д.5",61.412938,55.246395
55245,"456300, Челябинская обл., г. Миасс, ул. Объездная дорога, 2/14",60.145487,55.125227
55247,"454047, Область Челябинская, г. Челябинск, ул. Павелецкая 2-я, д. 36, корпус 4.",61.401017,55.277057
55248,"454128, г. Челябинск, ул. Братьев Кашириных, 126",61.303119,55.173627
55249,"454003 г.Челябинск, ул. Бр.Кашириных, 137",61.301628,55.171092
55250,"г. Коркино, ул. 30 лет ВЛКСМ, 181",61.352976,54.903474
55251,"456875, Челябинская обл., г. Кыштым, ул. Дальняя, д. 2",60.499558,55.677956
55252,"г. Челябинск, ул. Горелова, 12",61.504656,55.118673
55253,"454084, Челябинская обл, город Челябинск, ул. Кожзаводская, 2б и 2в",61.394577,55.193443
55254,"Челябинская область, Ашинский район, 1605+700 м автодороги Москва-Челябинск, по ходу движения в г.Челябинск, справа",1,1
55255,"г.Челябинск, ул.Производственная, 2А",61.355688,55.206971
55256,"Челябинская область,г.Златоуст, проезд Парковый, 3А",59.712625,55.105315
55257,"454005, г.Челябинск, Разина,1 цех 8",61.407225,55.136859
55258,"Челябинская область, г.Златоуст, пл.III Интернационала, территория бывшего ОАО "" Булат""",59.672452,55.17264
55259,"Россия, Челябинская обл., г. Челябинск, ул. Черкасская,2",61.378613,55.242006
